day,date,weight,start_time,run_type,distance_type,weather,location,run_shoes,distance,total_time,average_pace,splits,notes
Wednesday,12/6/2017,,,,,,,,,,,,
Thursday,12/7/2017,,2:48 PM,,,,"Franklin Woods, Bolin Creek, Estes",Brooks Revel 1,3.44,0:17:15,5:00,"0:02,6:18,7:45","Looks like something went wrong with this run, too. I'm guessing this was my 4 mile loop."
Friday,12/8/2017,,,,,,,,,,,,
Saturday,12/9/2017,,,,,,,,,,,,
Sunday,12/10/2017,,,,,,,,,,,,
Monday,12/11/2017,,4:55 PM,,,,"Franklin Woods, Bolin Creek, Estes",Brooks Revel 1,4,0:33:54,8:28,"10:21,7:50,7:36,8:06",
Tuesday,12/12/2017,,,,,,,,,,,,
Wednesday,12/13/2017,,3:41 PM,,,,"Franklin Woods, Bolin Creek, Estes",Brooks Revel 1,4,0:31:45,7:56,"7:55,8:22,7:39,7:48",
Thursday,12/14/2017,,,,,,,,,,,,
Friday,12/15/2017,,1:37 PM,,,,"Franklin Woods, Bolin Creek, Estes",Brooks Revel 1,4,0:29:54,7:28,"6:39,7:57,7:39,7:35",
Saturday,12/16/2017,,,,,,,,,,,,
Sunday,12/17/2017,,,,,,,,,,,,
Monday,12/18/2017,,,,,,,,,,,,
Tuesday,12/19/2017,,2:05 PM,,,,"Franklin Woods, Bolin Creek, Estes",Brooks Revel 1,3.65,0:27:53,7:38,"6:04,8:17,7:49,8:47",
Wednesday,12/20/2017,,,,,,,,,,,,
Thursday,12/21/2017,,,,,,,,,,,,
Friday,12/22/2017,,,,,,,,,,,,
Saturday,12/23/2017,,,,,,,,,,,,
Sunday,12/24/2017,,,,,,,,,,,,
Monday,12/25/2017,,,,,,,,,,,,
Tuesday,12/26/2017,,,,,,,,,,,,
Wednesday,12/27/2017,,,,,,,,,,,,
Thursday,12/28/2017,,,,,,,,,,,,
Friday,12/29/2017,,,,,,,,,,,,
Saturday,12/30/2017,,3:04 PM,,,,"Franklin Woods, Bolin Creek, Estes",Brooks Revel 1,3.85,0:31:27,8:09,"7:49,7:58,8:02,8:52",
Sunday,12/31/2017,,,,,,,,,,,,
Monday,1/1/2018,,,,,,,,,,,,
Tuesday,1/2/2018,,,,,,,,,,,,
Wednesday,1/3/2018,,,,,,,,,,,,
Thursday,1/4/2018,,,,,,,,,,,,
Friday,1/5/2018,,,,,,,,,,,,
Saturday,1/6/2018,,,,,,,,,,,,
Sunday,1/7/2018,,,,,,,,,,,,
Monday,1/8/2018,,,,,,,,,,,,
Tuesday,1/9/2018,,,,,,,,,,,,
Wednesday,1/10/2018,,,,,,,,,,,,
Thursday,1/11/2018,,,,,,,,,,,,
Friday,1/12/2018,,2:49 PM,,,,"Franklin Woods, Bolin Creek, Estes",Brooks Revel 1,3.8,0:31:05,8:10,"7:35,8:36,8:27,8:00",
Saturday,1/13/2018,,,,,,,,,,,,
Sunday,1/14/2018,,,,,,,,,,,,
Monday,1/15/2018,,,,,,,,,,,,
Tuesday,1/16/2018,,,,,,,,,,,,
Wednesday,1/17/2018,,,,,,,,,,,,
Thursday,1/18/2018,,,,,,,,,,,,
Friday,1/19/2018,,,,,,,,,,,,
Saturday,1/20/2018,,,,,,,,,,,,
Sunday,1/21/2018,,12:25 PM,,,,"Franklin Woods, Estes, Bolin Creek",Brooks Revel 1,3.54,0:29:16,8:16,"7:47,8:52,8:28,7:40",
Monday,1/22/2018,,,,,,,,,,,,
Tuesday,1/23/2018,,,,,,,,,,,,
Wednesday,1/24/2018,,,,,,,,,,,,
Thursday,1/25/2018,,,,,,,,,,,,
Friday,1/26/2018,,,,,,,,,,,,
Saturday,1/27/2018,,,,,,,,,,,,
Sunday,1/28/2018,,,,,,,,,,,,
Monday,1/29/2018,,,,,,,,,,,,
Tuesday,1/30/2018,,,,,,,,,,,,
Wednesday,1/31/2018,,,,,,,,,,,,
Thursday,2/1/2018,,,,,,,,,,,,
Friday,2/2/2018,,,,,,,,,,,,
Saturday,2/3/2018,,,,,,,,,,,,
Sunday,2/4/2018,,,,,,,,,,,,
Monday,2/5/2018,,,,,,,,,,,,
Tuesday,2/6/2018,,,,,,,,,,,,
Wednesday,2/7/2018,,,,,,,,,,,,
Thursday,2/8/2018,,,,,,,,,,,,
Friday,2/9/2018,,,,,,,,,,,,
Saturday,2/10/2018,,,,,,,,,,,,
Sunday,2/11/2018,,,,,,,,,,,,
Monday,2/12/2018,,,,,,,,,,,,
Tuesday,2/13/2018,,,,,,,,,,,,
Wednesday,2/14/2018,,,,,,,,,,,,
Thursday,2/15/2018,,,,,,,,,,,,
Friday,2/16/2018,,,,,,,,,,,,
Saturday,2/17/2018,,,,,,,,,,,,
Sunday,2/18/2018,,,,,,,,,,,,
Monday,2/19/2018,,,,,,,,,,,,
Tuesday,2/20/2018,,,,,,,,,,,,
Wednesday,2/21/2018,,,,,,,,,,,,
Thursday,2/22/2018,,,,,,,,,,,,
Friday,2/23/2018,,,,,,,,,,,,
Saturday,2/24/2018,,9:02 AM,,,,Franklin Woods to Bolin Creek,Brooks Revel 1,2.92,0:23:10,7:56,"7:21,8:28,7:58",
Sunday,2/25/2018,,,,,,,,,,,,
Monday,2/26/2018,,,,,,,,,,,,
Tuesday,2/27/2018,,2:50 PM,,,,Franklin Woods to Bolin Creek,Brooks Revel 1,2.98,0:23:09,7:45,"7:26,8:07,7:39",
Wednesday,2/28/2018,,,,,,,,,,,,
Thursday,3/1/2018,,,,,,,,,,,,
Friday,3/2/2018,,,,,,,,,,,,
Saturday,3/3/2018,,,,,,,,,,,,
Sunday,3/4/2018,,,,,,,,,,,,
Monday,3/5/2018,,,,,,,,,,,,
Tuesday,3/6/2018,,,,,,,,,,,,
Wednesday,3/7/2018,,,,,,,,,,,,
Thursday,3/8/2018,,,,,,,,,,,,
Friday,3/9/2018,,,,,,,,,,,,
Saturday,3/10/2018,,,,,,,,,,,,
Sunday,3/11/2018,,,,,,,,,,,,
Monday,3/12/2018,,,,,,,,,,,,
Tuesday,3/13/2018,,,,,,,,,,,,
Wednesday,3/14/2018,,,,,,,,,,,,
Thursday,3/15/2018,,,,,,,,,,,,
Friday,3/16/2018,,,,,,,,,,,,
Saturday,3/17/2018,,,,,,,,,,,,
Sunday,3/18/2018,,,,,,,,,,,,
Monday,3/19/2018,,,,,,,,,,,,
Tuesday,3/20/2018,,,,,,,,,,,,
Wednesday,3/21/2018,,,,,,,,,,,,
Thursday,3/22/2018,,3:10 PM,,,,Franklin Woods to Bolin Creek,Brooks Revel 1,2.97,0:24:43,8:20,"7:38,8:52,8:31",
Friday,3/23/2018,,,,,,,,,,,,
Saturday,3/24/2018,,,,,,,,,,,,
Sunday,3/25/2018,,,,,,,,,,,,
Monday,3/26/2018,,4:28 PM,,,,"Franklin Woods, Bolin Creek, Estes",Brooks Revel 1,4.04,0:32:42,8:06,"7:14,8:52,8:13,8:06",
Tuesday,3/27/2018,,,,,,,,,,,,
Wednesday,3/28/2018,,,,,,,,,,,,
Thursday,3/29/2018,,5:03 PM,,,,"Franklin Woods, Bolin Creek, Estes",Brooks Revel 1,4.02,0:33:48,8:24,"7:30,8:28,8:54,8:42",
Friday,3/30/2018,,,,,,,,,,,,
Saturday,3/31/2018,,,,,,,,,,,,
Sunday,4/1/2018,,,,,,,,,,,,
Monday,4/2/2018,,7:37 PM,,,,"Franklin Woods, Bolin Creek, Estes",Brooks Revel 1,4.01,0:32:43,8:10,"7:29,8:38,8:08,8:24",
Tuesday,4/3/2018,,,,,,,,,,,,
Wednesday,4/4/2018,,,,,,,,,,,,
Thursday,4/5/2018,,5:29 PM,,,,"Franklin Woods, Bolin Creek, Estes",Brooks Revel 1,3.84,0:32:14,8:23,"8:20,9:15,8:20,7:25",
Friday,4/6/2018,,,,,,,,,,,,
Saturday,4/7/2018,,,,,,,,,,,,
Sunday,4/8/2018,,,,,,,,,,,,
Monday,4/9/2018,,7:48 PM,,,,"E. Franklin, Rosemary to Beer Study, W. Franklin",Brooks Revel 1,5.09,0:41:16,8:06,"7:39,8:08,8:50,7:59,7:58",
Tuesday,4/10/2018,,,,,,,,,,,,
Wednesday,4/11/2018,,,,,,,,,,,,
Thursday,4/12/2018,,5:02 PM,,,,E. Franklin,Brooks Revel 1,4.11,0:35:38,8:40,"8:42,8:34,8:36,8:50,8:48",
Friday,4/13/2018,,,,,,,,,,,,
Saturday,4/14/2018,,,,,,,,,,,,
Sunday,4/15/2018,,,,,,,,,,,,
Monday,4/16/2018,,1:30 PM,,,,"E. Franklin, Rosemary to Beer Study, W. Franklin",Brooks Revel 1,5.07,0:41:00,8:05,"7:48,7:41,8:46,8:14,7:58",
Tuesday,4/17/2018,,,,,,,,,,,,
Wednesday,4/18/2018,,8:01 PM,,,,"E. Franklin, Rosemary to Beer Study, W. Franklin",Brooks Revel 1,4.98,0:45:43,9:11,"8:21,8:51,9:44,10:30,8:25",
Thursday,4/19/2018,,,,,,,,,,,,
Friday,4/20/2018,,,,,,,,,,,,
Saturday,4/21/2018,,5:30 PM,,,,"E. Franklin, Rosemary to Beer Study, W. Franklin",Brooks Revel 1,5.07,0:41:21,8:09,"8:38,7:43,8:17,8:39,7:26",
Sunday,4/22/2018,,,,,,,,,,,,
Monday,4/23/2018,,,,,,,,,,,,
Tuesday,4/24/2018,,,,,,,,,,,,
Wednesday,4/25/2018,,7:20 PM,,,,"E. Franklin, Rosemary to Beer Study, W. Franklin",Brooks Revel 1,5.08,0:42:05,8:16,"10:09,7:51,8:12,7:54,7:22",
Thursday,4/26/2018,,,,,,,,,,,,
Friday,4/27/2018,,,,,,,,,,,,
Saturday,4/28/2018,,,,,,,,,,,,
Sunday,4/29/2018,,,,,,,,,,,,
Monday,4/30/2018,,5:09 PM,,,,"E. Franklin, Rosemary to Beer Study, W. Franklin",Brooks Revel 1,5.09,0:41:13,8:05,"8:39,7:33,7:37,9:12,7:24",
Tuesday,5/1/2018,,,,,,,,,,,,
Wednesday,5/2/2018,,,,,,,,,,,,
Thursday,5/3/2018,,2:40 PM,,,,"E. Franklin, Rosemary to Beer Study, W. Franklin",Brooks Revel 1,4.11,0:34:28,8:22,"7:36,7:55,8:11,9:41,9:08",Looks like I ended this run early and walked back
Friday,5/4/2018,,,,,,,,,,,,
Saturday,5/5/2018,,,,,,,,,,,,
Sunday,5/6/2018,,,,,,,,,,,,
Monday,5/7/2018,,7:15 PM,,,,"E. Franklin, Rosemary to Beer Study, W. Franklin",Brooks Revel 1,5.07,0:40:00,7:53,"8:05,7:38,8:19,7:43,7:42",
Tuesday,5/8/2018,,,,,,,,,,,,
Wednesday,5/9/2018,,,,,,,,,,,,
Thursday,5/10/2018,,,,,,,,,,,,
Friday,5/11/2018,,,,,,,,,,,,
Saturday,5/12/2018,,,,,,,,,,,,
Sunday,5/13/2018,,5:52 PM,,,,E. Franklin to Battle Park,Brooks Revel 1,2.84,0:24:49,8:44,"8:48,9:03,8:15",
Monday,5/14/2018,,7:42 PM,,,,"E. Franklin, Rosemary to Beer Study, W. Franklin",Brooks Revel 1,5.12,0:42:59,8:23,"8:11,8:11,8:13,9:00,8:27",
Tuesday,5/15/2018,,,,,,,,,,,,
Wednesday,5/16/2018,,3:19 PM,,,,"E. Franklin, W. Franklin",Brooks Revel 1,4.45,0:39:43,8:55,"8:43,8:01,9:41,9:45,",
Thursday,5/17/2018,,,,,,,,,,,,
Friday,5/18/2018,,,,,,,,,,,,
Saturday,5/19/2018,,,,,,,,,,,,
Sunday,5/20/2018,,,,,,,,,,,,
Monday,5/21/2018,,5:51 PM,,,,"E. Franklin, Rosemary to Beer Study, W. Franklin",Brooks Revel 1,5.13,0:44:07,8:36,"9:28,8:16,8:18,9:11,7:54",
Tuesday,5/22/2018,,,,,,,,,,,,
Wednesday,5/23/2018,,,,,,,,,,,,
Thursday,5/24/2018,,5:09 PM,,,,"E. Franklin, Rosemary to Beer Study, W. Franklin",Brooks Revel 1,5.13,0:45:09,8:48,"8:24,8:00,9:26,9:54,8:14",
Friday,5/25/2018,,,,,,,,,,,,
Saturday,5/26/2018,,,,,,,,,,,,
Sunday,5/27/2018,,,,,,,,,,,,
Monday,5/28/2018,,,,,,,,,,,,
Tuesday,5/29/2018,,4:26 PM,,,,Franklin Woods to Trader Joe's,Brooks Revel 1,1.81,0:13:35,7:29,7:09,
Wednesday,5/30/2018,,,,,,,,,,,,
Thursday,5/31/2018,,,,,,,,,,,,
Friday,6/1/2018,,5:23 PM,,,,E. Franklin,Brooks Revel 1,4.11,0:32:21,7:52,"7:23,8:21,7:53,7:42",
Saturday,6/2/2018,,,,,,,,,,,,
Sunday,6/3/2018,,,,,,,,,,,,
Monday,6/4/2018,,,,,,,,,,,,
Tuesday,6/5/2018,,,,,,,,,,,,
Wednesday,6/6/2018,,,,,,,,,,,,
Thursday,6/7/2018,,6:20 PM,,,,Carolina North Forest,Brooks Revel 1,2.26,0:18:53,8:21,"8:35,8:21",
Friday,6/8/2018,,,,,,,,,,,,
Saturday,6/9/2018,,10:12 AM,,,,"E. Franklin, Rosemary, W. Franklin",Brooks Revel 1,4.84,0:41:48,8:38,"7:34,7:56,9:09,10:24",
Sunday,6/10/2018,,,,,,,,,,,,
Monday,6/11/2018,,,,,,,,,,,,
Tuesday,6/12/2018,,,,,,,,,,,,
Wednesday,6/13/2018,,,,,,,,,,,,
Thursday,6/14/2018,,5:16 PM,,,,"E. Franklin, Rosemary to Beer Study, W. Franklin",Brooks Revel 1,3.16,0:29:17,9:16,"7:39,8:12,11:33",Looks like I ended early
Friday,6/15/2018,,,,,,,,,,,,
Saturday,6/16/2018,,,,,,,,,,,,
Sunday,6/17/2018,,,,,,,,,,,,
Monday,6/18/2018,,,,,,,,,,,,
Tuesday,6/19/2018,,,,,,,,,,,,
Wednesday,6/20/2018,,,,,,,,,,,,
Thursday,6/21/2018,,,,,,,,,,,,
Friday,6/22/2018,,,,,,,,,,,,
Saturday,6/23/2018,,9:59 AM,,,,"Franklin Woods, Bolin Creek Trail",Brooks Revel 1,2.97,0:21:16,7:09,"6:58,7:08,7:20",
Sunday,6/24/2018,,,,,,,,,,,,
Monday,6/25/2018,,,,,,,,,,,,
Tuesday,6/26/2018,,5:28 AM,,,,E. Franklin,Brooks Revel 1,3.05,0:22:23,7:20,"7:33,7:29,7:00",
Wednesday,6/27/2018,,,,,,,,,,,,
Thursday,6/28/2018,,,,,,,,,,,,
Friday,6/29/2018,,,,,,,,,,,,
Saturday,6/30/2018,,,,,,,,,,,,
Sunday,7/1/2018,,,,,,,,,,,,
Monday,7/2/2018,,,,,,,,,,,,
Tuesday,7/3/2018,,,,,,,,,,,,
Wednesday,7/4/2018,,,,,,,,,,,,
Thursday,7/5/2018,,,,,,,,,,,,
Friday,7/6/2018,,,,,,,,,,,,
Saturday,7/7/2018,,,,,,,,,,,,
Sunday,7/8/2018,,,,,,,,,,,,
Monday,7/9/2018,,,,,,,,,,,,
Tuesday,7/10/2018,,,,,,,,,,,,
Wednesday,7/11/2018,,,,,,,,,,,,
Thursday,7/12/2018,,,,,,,,,,,,
Friday,7/13/2018,,,,,,,,,,,,
Saturday,7/14/2018,,,,,,,,,,,,
Sunday,7/15/2018,,3:55 PM,,,,"E. Franklin, W. Franklin",Brooks Revel 1,4.4,0:37:42,8:34,"8:02,8:05,9:44,8:47",
Monday,7/16/2018,,,,,,,,,,,,
Tuesday,7/17/2018,,,,,,,,,,,,
Wednesday,7/18/2018,,,,,,,,,,,,
Thursday,7/19/2018,,,,,,,,,,,,
Friday,7/20/2018,,,,,,,,,,,,
Saturday,7/21/2018,,,,,,,,,,,,
Sunday,7/22/2018,,,,,,,,,,,,
Monday,7/23/2018,,,,,,,,,,,,
Tuesday,7/24/2018,,,,,,,,,,,,
Wednesday,7/25/2018,,,,,,,,,,,,
Thursday,7/26/2018,,,,,,,,,,,,
Friday,7/27/2018,,,,,,,,,,,,
Saturday,7/28/2018,,,,,,,,,,,,
Sunday,7/29/2018,,10:29 AM,,,,Mt. Pleasant,Brooks Revel 1,2.79,0:20:34,7:23,"6:36,7:57,7:37",
Monday,7/30/2018,,4:43 PM,,,,Mt. Pleasant,Brooks Revel 1,1.94,0:15:17,7:52,"6:46,9:01",
Tuesday,7/31/2018,,,,,,,,,,,,
Wednesday,8/1/2018,,,,,,,,,,,,
Thursday,8/2/2018,,7:24 PM,,,,Mt. Pleasant,Brooks Revel 1,3,0:22:06,7:22,"6:26,7:41,7:58",
Friday,8/3/2018,,,,,,,,,,,,
Saturday,8/4/2018,,11:04 AM,,,,Mt. Pleasant,Brooks Revel 1,5.25,0:45:23,8:38,"7:25,7:58,8:05,9:13,9:55",
Sunday,8/5/2018,,,,,,,,,,,,
Monday,8/6/2018,,4:45 PM,,,,Mt. Pleasant,Brooks Revel 1,2.96,0:22:12,7:29,"6:34,7:43,8:13",
Tuesday,8/7/2018,,,,,,,,,,,,
Wednesday,8/8/2018,,6:10 PM,,,,Mt. Pleasant,Brooks Revel 1,2.91,0:27:12,9:20,"7:27,9:04,11:35",
Thursday,8/9/2018,,,,,,,,,,,,
Friday,8/10/2018,,,,,,,,,,,,
Saturday,8/11/2018,,,,,,,,,,,,
Sunday,8/12/2018,,,,,,,,,,,,
Monday,8/13/2018,,,,,,,,,,,,
Tuesday,8/14/2018,,,,,,,,,,,,
Wednesday,8/15/2018,,,,,,,,,,,,
Thursday,8/16/2018,,,,,,,,,,,,
Friday,8/17/2018,,,,,,,,,,,,
Saturday,8/18/2018,,,,,,,,,,,,
Sunday,8/19/2018,,,,,,,,,,,,
Monday,8/20/2018,,,,,,,,,,,,
Tuesday,8/21/2018,,,,,,,,,,,,
Wednesday,8/22/2018,,,,,,,,,,,,
Thursday,8/23/2018,,,,,,,,,,,,
Friday,8/24/2018,,5:23 PM,,,,Barnett Shoals,Brooks Revel 1,2.86,0:23:39,8:16,"7:57,8:08,8:45",
Saturday,8/25/2018,,,,,,,,,,,,
Sunday,8/26/2018,,8:35 AM,,,,Barnett Shoals,Brooks Revel 1,3.37,0:26:29,7:51,"7:27,7:50,8:14",
Monday,8/27/2018,,,,,,,,,,,,
Tuesday,8/28/2018,,5:27 PM,,,,Mt. Pleasant,Brooks Revel 1,2.95,0:22:13,7:31,"6:48,7:44,8:03",
Wednesday,8/29/2018,,,,,,,,,,,,
Thursday,8/30/2018,,,,,,,,,,,,
Friday,8/31/2018,,,,,,,,,,,,
Saturday,9/1/2018,,,,,,,,,,,,
Sunday,9/2/2018,,,,,,,,,,,,
Monday,9/3/2018,,,,,,,,,,,,
Tuesday,9/4/2018,,,,,,,,,,,,
Wednesday,9/5/2018,,5:51 PM,,,,Mt. Pleasant,Brooks Revel 1,2.75,0:23:45,8:38,"7:16,8:30,10:36",
Thursday,9/6/2018,,,,,,,,,,,,
Friday,9/7/2018,,,,,,,,,,,,
Saturday,9/8/2018,,,,,,,,,,,,
Sunday,9/9/2018,,11:29 AM,,,,Frank Liske Park,Brooks Revel 1,2.37,0:20:30,8:38,"8:17,8:15",
Monday,9/10/2018,,,,,,,,,,,,
Tuesday,9/11/2018,,,,,,,,,,,,
Wednesday,9/12/2018,,7:37 AM,,,,Barnett Shoals,Brooks Revel 1,2.64,0:21:47,8:14,"8:00,8:05",
Thursday,9/13/2018,,2:06 PM,,,,Lake Herrick,Brooks Revel 1,2.49,0:16:33,6:39,"6:17,7:00,6:41",
Friday,9/14/2018,,,,,,,,,,,,
Saturday,9/15/2018,,,,,,,,,,,,
Sunday,9/16/2018,,,,,,,,,,,,
Monday,9/17/2018,,,,,,,,,,,,
Tuesday,9/18/2018,,,,,,,,,,,,
Wednesday,9/19/2018,,,,,,,,,,,,
Thursday,9/20/2018,,,,,,,,,,,,
Friday,9/21/2018,,1:22 PM,,,"85,partly cloudy",Lake Herrick,Brooks Revel 1,3.16,27:47:00,8:47,"7:57,8:09,9:56",
Saturday,9/22/2018,,,,,,,,,,,,
Sunday,9/23/2018,,,,,,,,,,,,
Monday,9/24/2018,,,,,,,,,,,,
Tuesday,9/25/2018,,,,,,,,,,,,
Wednesday,9/26/2018,,12:36 PM,,,"84,partly cloudy",Lake Herrick,Brooks Revel 1,3.74,29:38:00,7:55,"6:54,7:57,7:58",
Thursday,9/27/2018,,,,,,,,,,,,
Friday,9/28/2018,,12:29 PM,,,"79,partly cloudy",Lake Herrick,Brooks Revel 1,4.11,38:22:00,9:20,"8:51,8:34,10:25,9:16",
Saturday,9/29/2018,,,,,,,,,,,,
Sunday,9/30/2018,,,,,,,,,,,,
Monday,10/1/2018,,12:39 PM,,,"80,sunny",Lake Herick,Brooks Revel 1,4.08,0:34:29,8:27,"8:35,7:59,8:59,8:13",
Tuesday,10/2/2018,,,,,,,,,,,,
Wednesday,10/3/2018,,12:34 PM,,,,,,,0:06:01,,,Destroyed ankle
Thursday,10/4/2018,,,,,,,,,,,,
Friday,10/5/2018,,,,,,,,,,,,
Saturday,10/6/2018,,,,,,,,,,,,
Sunday,10/7/2018,,,,,,,,,,,,
Monday,10/8/2018,,,,,,,,,,,,
Tuesday,10/9/2018,,,,,,,,,,,,
Wednesday,10/10/2018,,,,,,,,,,,,
Thursday,10/11/2018,,,,,,,,,,,,
Friday,10/12/2018,,,,,,,,,,,,
Saturday,10/13/2018,,,,,,,,,,,,
Sunday,10/14/2018,,,,,,,,,,,,
Monday,10/15/2018,,3:56 PM,,,"82, partly cloudy",Whitehall Village,Brooks Revel 1,0.89,0:08:32,9:31,,
Tuesday,10/16/2018,,,,,,,,,,,,
Wednesday,10/17/2018,,,,,,,,,,,,
Thursday,10/18/2018,,,,,,,,,,,,
Friday,10/19/2018,,,,,,,,,,,,
Saturday,10/20/2018,,,,,,,,,,,,
Sunday,10/21/2018,,,,,,,,,,,,
Monday,10/22/2018,,,,,,,,,,,,
Tuesday,10/23/2018,,,,,,,,,,,,
Wednesday,10/24/2018,,3:36 PM,,,"71,sunny",Oconee Greenway,Brooks Revel 1,0.48,0:03:51,7:56,,
Thursday,10/25/2018,,,,,,,,,,,,
Friday,10/26/2018,,,,,,,,,,,,
Saturday,10/27/2018,,,,,,,,,,,,
Sunday,10/28/2018,,,,,,,,,,,,
Monday,10/29/2018,,,,,,,,,,,,
Tuesday,10/30/2018,,,,,,,,,,,,
Wednesday,10/31/2018,,,,,,,,,,,,
Thursday,11/1/2018,,9:37 AM,,,"62,partly cloudy",Oconee Greenway,Brooks Revel 1,1.33,0:10:59,8:15,8:10,
Friday,11/2/2018,,,,,,,,,,,,
Saturday,11/3/2018,,,,,,,,,,,,
Sunday,11/4/2018,,,,,,,,,,,,
Monday,11/5/2018,,3:24 PM,,,"64,partly cloudy",Whitehall Village,Brooks Revel 1,1.6,0:13:51,8:39,7:52,
Tuesday,11/6/2018,,2:10 PM,,,"72,partly cloudy",Whitehall Village,Brooks Revel 1,1.38,0:10:58,7:56,7:49,
Wednesday,11/7/2018,,,,,,,,,,,,
Thursday,11/8/2018,,,,,,,,,,,,
Friday,11/9/2018,,,,,,,,,,,,
Saturday,11/10/2018,,9:14 AM,,,"40,sunny",Oconee Greenway,Brooks Revel 1,2.59,0:19:36,7:33,"7:09,7:54",
Sunday,11/11/2018,,,,,,,,,,,,
Monday,11/12/2018,,8:43 AM,,,"41,cloudy",Whitehall Village,Brooks Revel 1,0.48,0:04:04,8:25,,
Tuesday,11/13/2018,,,,,,,,,,,,
Wednesday,11/14/2018,,,,,,,,,,,,
Thursday,11/15/2018,,,,,,,,,,,,
Friday,11/16/2018,,,,,,,,,,,,
Saturday,11/17/2018,,,,,,,,,,,,
Sunday,11/18/2018,,,,,,,,,,,,
Monday,11/19/2018,,,,,,,,,,,,
Tuesday,11/20/2018,,12:09 PM,,,"59,sunny",Whitehall Village,Brooks Revel 1,2.01,0:15:29,7:43,"7:30,7:52",
Wednesday,11/21/2018,,,,,,,,,,,,
Thursday,11/22/2018,,,,,,,,,,,,
Friday,11/23/2018,,,,,,,,,,,,
Saturday,11/24/2018,,,,,,,,,,,,
Sunday,11/25/2018,,,,,,,,,,,,
Monday,11/26/2018,,,,,,,,,,,,
Tuesday,11/27/2018,,,,,,,,,,,,
Wednesday,11/28/2018,,,,,,,,,,,,
Thursday,11/29/2018,,,,,,,,,,,,
Friday,11/30/2018,,,,,,,,,,,,
Saturday,12/1/2018,,,,,,,,,,,,
Sunday,12/2/2018,,,,,,,,,,,,
Monday,12/3/2018,,,,,,,,,,,,
Tuesday,12/4/2018,,,,,,,,,,,,
Wednesday,12/5/2018,,,,,,,,,,,,
Thursday,12/6/2018,,,,,,,,,,,,
Friday,12/7/2018,,,,,,,,,,,,
Saturday,12/8/2018,,,,,,,,,,,,
Sunday,12/9/2018,,,,,,,,,,,,
Monday,12/10/2018,,,,,,,,,,,,
Tuesday,12/11/2018,,,,,,,,,,,,
Wednesday,12/12/2018,,,,,,,,,,,,
Thursday,12/13/2018,,,,,,,,,,,,
Friday,12/14/2018,,,,,,,,,,,,
Saturday,12/15/2018,,3:02 PM,,,"56,cloudy",Whitehall Village,Brooks Revel 1,2.02,0:16:23,8:07,"7:44,8:20",
Sunday,12/16/2018,,2:43 PM,,,"56,partly cloudy",Whitehall Village,Brooks Revel 1,2.13,0:16:41,7:49,"7:30,8:07",
Monday,12/17/2018,,4:53 PM,,,"62,sunny",Whitehall Village,Brooks Revel 1,2.01,0:16:23,8:08,"7:55,8:22",
Tuesday,12/18/2018,,,,,,,,,,,,
Wednesday,12/19/2018,,,,,,,,,,,,
Thursday,12/20/2018,,,,,,,,,,,,
Friday,12/21/2018,,,,,,,,,,,,
Saturday,12/22/2018,,,,,,,,,,,,
Sunday,12/23/2018,,2:10 PM,,,"58,partly cloudy",Whitehall Village,Brooks Revel 1,3,0:24:13,8:04,"7:46,8:09,8:14",
Monday,12/24/2018,,,,,,,,,,,,
Tuesday,12/25/2018,,,,,,,,,,,,
Wednesday,12/26/2018,,,,,,,,,,,,
Thursday,12/27/2018,,,,,,,,,,,,
Friday,12/28/2018,,,,,,,,,,,,
Saturday,12/29/2018,,1:45 PM,,,"63,sunny",Whitehall Village,Brooks Revel 1,3.76,0:30:11,8:02,"7:29,8:13,8:08",
Sunday,12/30/2018,,,,,,,,,,,,
Monday,12/31/2018,,,,,,,,,,,,
